frame,x_coordinate,y_coordinate,z_coordinate
1353,[-3.42984115],[-12.44577468],[164.40659863]
1353,[-2.08700556],[22.99989583],[-143.88159364]
1354,[-2.93153051],[-12.57304306],[164.55013412]
1354,[-2.08036333],[23.01081451],[-143.90810538]
1355,[-2.52842684],[-12.49544153],[163.63235392]
1355,[-2.1443683],[23.11521071],[-144.62193868]
1356,[-2.41282353],[-12.59544747],[164.74753363]
1356,[-2.14506988],[23.10788698],[-144.67202432]
1357,[-2.03056323],[-12.57488301],[163.25771703]
1357,[-2.13786354],[23.05878713],[-144.37587807]
1358,[-1.7411739],[-12.72715093],[163.71934509]
1358,[-2.33660228],[28.86255426],[-181.67765124]
1359,[-1.5284522],[-12.71019871],[162.7623936]
1359,[-9.14935901],[-2.68062751],[-1.08370108]
1360,[-1.50030045],[-12.78576466],[163.6230662]
1360,[-1.09197998],[-0.14315461],[-0.57539746]
1361,[-1.37945423],[-12.68755688],[162.16718395]
1361,[-3.61524695],[45.01835903],[-285.00069538]
1362,[-1.36191753],[-12.60894598],[161.32471913]
1362,[-1.0306037],[-0.12426281],[-0.55758426]
1363,[-1.36589686],[-12.57714283],[160.68578441]
1363,[-1.06146423],[1.13815748],[1.13157199]
1364,[-1.36983124],[-12.68781667],[161.48971834]
1364,[-2.10270576],[23.82679112],[-146.57445727]
1365,[-1.37341016],[-12.79828237],[162.17605525]
1365,[-2.13380827],[23.90690691],[-146.88567181]
1366,[-1.40179947],[-12.95466236],[162.68617953]
1366,[-2.0607886],[24.23659095],[-147.99730823]
1367,[-1.3890848],[-13.07954624],[162.40405246]
1367,[-2.06948534],[24.48431374],[-148.81126326]
1368,[-1.37720378],[-13.0732928],[161.92274101]
1368,[-2.10443206],[24.73337826],[-149.67399563]
1369,[-1.46868813],[-13.06108853],[161.60662456]
1369,[-3.4864788],[32.85339166],[-207.65323561]
1370,[-1.42667748],[-13.01161434],[160.15091538]
1370,[-1.86490596],[24.84832286],[-150.48863715]
1371,[-1.42684324],[-13.31118268],[163.73087761]
1371,[-9.13358833],[-2.78199124],[-1.08575217]
1372,[-1.4639754],[-13.33533064],[163.53177488]
1372,[-8.66869855],[-3.98453498],[-1.0889614]
1373,[-1.48131509],[-13.36229127],[163.71225306]
1373,[-0.96560745],[1.18227396],[-1.08973003]
1374,[-1.46392964],[-13.36123316],[162.95530897]
1374,[-8.92218823],[-3.35803835],[-1.08463822]
1375,[-1.47185386],[-13.39575619],[163.15163645]
1375,[0.51340989],[-26.18253751],[160.19336001]
1376,[-1.57321454],[-13.47709979],[163.93475608]
1376,[0.48664102],[-25.71052297],[157.07307725]
1377,[-1.58212418],[-13.65333127],[164.39169481]
1377,[0.47989048],[-26.52723771],[161.29455006]
1378,[-1.58101195],[-13.62205562],[163.96212218]
1378,[0.3158872],[-26.01639207],[157.88719444]
1379,[-1.61963547],[-13.72490643],[164.06152955]
1379,[0.31561237],[-26.24489702],[157.81269309]
1380,[-1.63577177],[-13.93669467],[164.82575619]
1380,[0.39428178],[-26.26683548],[156.42056638]
1381,[-1.65112616],[-14.16824463],[165.83165601]
1381,[0.60280739],[-44.50448971],[264.7813796]
1382,[-1.63186977],[-14.1929524],[164.8017227]
1382,[-0.52213902],[-67.7235124],[405.10415115]
1383,[-1.75521655],[-14.35371766],[165.87688316]
1383,[0.26808965],[-28.24081956],[162.75090011]
1384,[-1.87393684],[-14.48758838],[166.63649486]
1384,[0.14277543],[-28.12684969],[161.4747086]
1385,[-1.87757695],[-14.38620859],[165.45423543]
1385,[0.1468204],[-28.25078798],[162.07971792]
1386,[-1.88507687],[-14.52167261],[165.51910213]
1386,[0.15536588],[-28.73912161],[163.82683666]
1387,[-1.89246791],[-14.67124048],[165.75595689]
1387,[0.16991163],[-28.84883221],[163.43121705]
1388,[-2.02909466],[-14.69716776],[165.2409548]
1388,[0.06037523],[-29.60084986],[166.89647381]
1389,[-2.07267143],[-14.74566268],[165.79853584]
1389,[-0.02310643],[-29.77375044],[167.12729272]
1390,[-2.02927806],[-14.66338944],[164.58501807]
1390,[-0.09671585],[-29.82962057],[167.4028705]
1391,[-2.10796101],[-14.7486167],[165.52594405]
1391,[-0.36051037],[-30.40619561],[170.4316881]
1392,[-2.20621614],[-14.70001158],[164.9274171]
1392,[-0.37268517],[-30.59644094],[171.25571332]
1393,[-2.2715959],[-14.80346921],[165.93443388]
1393,[-1.76662208],[-83.4469602],[476.50402568]
1394,[-2.28821646],[-14.89924038],[166.78004769]
1394,[-0.55900958],[-31.21226645],[174.42662507]
1395,[-2.51089332],[-15.14305003],[169.57736473]
1395,[-6.31740709],[-158.6975161],[919.90983375]
1396,[-2.5164509],[-15.15869306],[169.71475044]
1396,[-2.28721125],[-82.97884587],[483.40820167]
1397,[-2.56696545],[-15.1446745],[169.57042527]
1397,[-0.6544633],[-31.01675368],[174.30436896]
1398,[-2.61642873],[-15.20997978],[171.53441188]
1398,[-6.79905435],[-141.22993075],[821.83596155]
1399,[-2.61376973],[-15.19774975],[171.41404494]
1399,[-0.67282356],[-31.15930529],[175.98203864]
1400,[-2.60714388],[-15.14031332],[170.97710594]
1400,[-0.67351916],[-31.13577043],[175.84279777]
1401,[-2.70004531],[-15.19365422],[171.62047446]
1401,[-0.67359956],[-31.13508344],[175.83912962]
1402,[-2.617676],[-15.15923463],[171.28339697]
1402,[-0.64540087],[-30.8903492],[174.72265427]
1403,[-2.51226825],[-15.14288664],[171.14015199]
1403,[0.55182885],[31.54936723],[-178.05166681]
1404,[-2.38071089],[-15.08425709],[170.61321947]
1404,[-0.57713223],[0.51902667],[-0.46370032]
1405,[-2.24025373],[-14.95465379],[169.35212945]
1405,[-0.50660579],[0.49094361],[-0.43926366]
1406,[-2.23800592],[-14.94517637],[169.2441807]
1406,[-0.65628871],[0.555725],[-0.49210856]
1407,[-2.23822989],[-14.94607959],[169.26221912]
1407,[-0.59324769],[0.53395594],[-0.47140446]
1408,[-2.10512152],[-14.90129434],[168.59773344]
1408,[-0.24916934],[30.98577292],[-171.6500298]
1409,[-2.09391897],[-14.88686151],[168.39793423]
1409,[-0.71650085],[1.39485712],[1.17054463]
1410,[-1.94407877],[-14.73411775],[166.68950686]
1410,[-0.68070383],[1.40878018],[1.17101743]
1411,[-1.75129015],[-14.91516404],[167.93758166]
1411,[-0.71124485],[1.3973419],[1.17102038]
1412,[-1.55779132],[-14.87898414],[166.72282307]
1412,[-0.6354108],[1.42533098],[1.16028918]
1413,[-1.25426232],[-14.49202043],[167.55636469]
1413,[-0.9115057],[1.2747314],[1.15468333]
1414,[-1.28444832],[-13.97305213],[166.19952945]
1414,[-0.67295035],[1.40759555],[1.16236678]
1415,[-1.26634742],[-13.70168312],[165.19939036]
1415,[-0.59945434],[1.43993418],[1.16493712]
1416,[-1.19751606],[-13.41545634],[166.0344058]
1416,[-0.0006033],[0.00353523],[-0.01255777]
1417,[-1.20269353],[-13.53052937],[165.73366266]
1417,[-0.67864075],[1.4049142],[1.16221061]
1418,[-1.32140261],[-13.48714713],[165.22818445]
1418,[-0.8709564],[1.29954164],[1.15747354]
1419,[-1.44606964],[-13.63734748],[166.87421774]
1419,[-0.28852288],[0.3681972],[-0.34178559]
1420,[-1.22575794],[-13.60502849],[166.3952846]
1420,[-0.74172439],[1.37990085],[1.15489696]
1421,[-1.35085767],[-13.70195035],[167.15876084]
1421,[-0.13966562],[0.22333275],[-0.24116237]
1422,[-1.38325267],[-13.76489115],[167.46083654]
1422,[-0.21711352],[0.32203198],[-0.30663732]
1423,[-1.34125759],[-13.71034419],[167.7724981]
1423,[-0.43353603],[1.49249582],[1.16127769]
1424,[-1.55161608],[-13.55044179],[166.20212335]
1424,[-0.25414162],[0.34687759],[-0.32630097]
1425,[-1.55658191],[-13.4268043],[165.82658166]
1425,[-0.23647957],[0.3354391],[-0.31731685]
1426,[-1.57594044],[-13.30081478],[164.49719566]
1426,[-0.25877281],[0.35719755],[-0.33123808]
1427,[-1.69274173],[-13.43592107],[165.14596939]
1427,[-0.25870017],[0.35714395],[-0.33119943]
1428,[-1.71575339],[-13.36861274],[165.2295995]
1428,[-0.24283003],[0.34054185],[-0.32100414]
1429,[-1.61749291],[-13.30205402],[164.32080947]
1429,[-0.25662712],[0.35347079],[-0.3294498]
1430,[-1.61555193],[-13.29253634],[164.20130107]
1430,[-0.21847574],[0.31796186],[-0.30591782]
1431,[-1.71081142],[-13.37404985],[165.19904077]
1431,[-0.23471448],[0.33157869],[-0.31559289]
1432,[-1.61186887],[-13.29997915],[164.2515653]
1432,[-0.29894286],[0.38728326],[-0.35246736]
1433,[-1.60308287],[-13.40365757],[165.80292371]
1433,[-0.44617986],[1.48769054],[1.16088778]
1434,[-1.60109894],[-13.2281549],[165.34828535]
1434,[1.48074595],[-0.62236808],[-1.13335007]
1435,[-1.60192042],[-13.0835178],[165.10923643]
1435,[1.00180919],[1.21272769],[-8.48321579]
1436,[-1.63907085],[-13.05524643],[166.01793014]
1436,[0.97248276],[1.16379641],[-8.46647623]
1437,[-1.66457955],[-12.97758511],[166.23286138]
1437,[0.9682344],[1.21051691],[-8.49244781]
1438,[-1.58694643],[-12.97714361],[166.48456294]
1438,[0.96159614],[1.21471153],[-8.45936707]
1439,[-1.58700105],[-12.97705071],[166.48271447]
1439,[0.96226932],[1.24026099],[-8.5174987]
1440,[-1.68742547],[-13.04993275],[167.36100445]
1440,[0.97386236],[1.24234092],[-8.52217649]
1441,[-1.68766812],[-13.05193665],[167.38160231]
1441,[0.97536447],[1.23698593],[-8.51660382]
1442,[-1.68766584],[-13.05195991],[167.38191984]
1442,[0.97498301],[1.2366364],[-8.5165054]
1443,[-1.68526387],[-13.04335417],[167.28844219]
1443,[0.9724093],[1.2044576],[-8.52551534]
1444,[-1.69357994],[-13.00180179],[168.2633559]
1444,[0.96557775],[1.24853408],[-8.45654658]
1445,[-1.69650057],[-12.95465474],[168.12077883]
1445,[0.94389216],[1.21931146],[-8.5261629]
1446,[-1.6961993],[-12.95930833],[168.20400638]
1446,[0.94720988],[1.20497217],[-8.49097054]
1447,[-1.69385699],[-12.89637187],[167.4868636]
1447,[0.9775865],[1.29617883],[-8.50229779]
1448,[-1.70606582],[-12.83930381],[167.90335765]
1448,[0.9802018],[1.18240506],[-8.46585025]
1449,[-1.62469453],[-12.75271626],[167.00488509]
1449,[0.98627167],[1.31391826],[-8.37581693]
1450,[-1.62281022],[-12.73494261],[166.98910834]
1450,[0.98078341],[1.24269758],[-8.44933973]
1451,[-1.64155386],[-12.77703207],[167.77197326]
1451,[0.98197605],[1.27502909],[-8.49515335]
1452,[-1.63896973],[-12.76052587],[167.56319087]
1452,[0.97988005],[1.18251173],[-8.4906453]
1453,[-1.74322022],[-12.76458932],[167.32783722]
1453,[0.99605832],[1.29736384],[-8.4353253]
1454,[-1.74326672],[-12.76480534],[167.33269877]
1454,[0.99427697],[1.27659593],[-8.43364368]
1455,[-1.74237769],[-12.75829379],[167.24723132]
1455,[0.69634458],[-1.40428646],[-1.16014261]
1456,[-1.74266374],[-12.75646683],[167.22296163]
1456,[-0.41423023],[1.49674885],[1.15515437]
1457,[-1.74270305],[-12.7567181],[167.22804616]
1457,[-0.30922075],[1.52502361],[1.16516829]
1458,[-1.73571733],[-12.80259615],[167.85529533]
1458,[-0.15493851],[1.5376175],[1.17754417]
1459,[-1.64413239],[-12.76429675],[167.28885943]
1459,[-0.17424045],[1.53870923],[1.17702507]
1460,[-1.6439021],[-12.75523088],[167.14382142]
1460,[-0.21214438],[1.53415301],[1.1770944]
1461,[-1.64193901],[-12.77532043],[167.10981833]
1461,[-0.14856146],[1.54018175],[1.17799207]
1462,[-1.64235103],[-12.79448061],[167.20641856]
1462,[-0.14213094],[1.53996347],[1.17401046]
1463,[-1.6997576],[-12.78163519],[166.23686685]
1463,[-0.30584043],[1.52551937],[1.17234356]
1464,[-1.74234778],[-12.82475082],[166.40068201]
1464,[-0.38885667],[1.50504301],[1.16967146]
1465,[-1.78174451],[-12.85826829],[166.34063793]
1465,[-0.2569282],[1.52936865],[1.15902763]
1466,[-1.80825814],[-12.88915581],[165.1970864]
1466,[0.90128905],[-1.30140193],[-1.15433914]
1467,[-1.9049554],[-12.85388461],[164.59083752]
1467,[0.68668204],[-1.4236692],[-1.16287522]
1468,[-1.90499599],[-12.85354655],[164.59621044]
1468,[-0.30290916],[1.52576906],[1.16034493]
1469,[-1.85967581],[-12.94680792],[164.29303721]
1469,[0.66711019],[-1.44093435],[-1.16021725]
1470,[-1.82616185],[-12.97435882],[164.43197846]
1470,[0.6818596],[-1.42300319],[-1.16116404]
1471,[-1.82811832],[-12.97142616],[164.3451841]
1471,[-0.20850208],[1.54393085],[1.16500381]
1472,[-2.01324982],[-13.139779],[166.27307626]
1472,[0.98303439],[-1.25584353],[-1.15841966]
1473,[-2.01466749],[-13.1106098],[165.90507817]
1473,[0.39406574],[-1.53441362],[-1.1642067]
1474,[-2.11455392],[-13.20463241],[165.5974986]
1474,[0.6420964],[-1.44856408],[-1.16162429]
1475,[-2.11594802],[-13.20323547],[165.56551437]
1475,[-0.2062183],[1.54306994],[1.16007507]
1476,[-2.12280263],[-13.1779548],[165.16322222]
1476,[-0.05749909],[1.54951347],[1.17402413]
1477,[-2.1227924],[-13.17624754],[165.13714912]
1477,[0.44970515],[-1.50717487],[-1.16478745]
1478,[-2.13523727],[-13.20912401],[165.37838613]
1478,[1.29338642],[-1.63709298],[-1.24712631]
1479,[-2.12611411],[-13.21683309],[165.01524988]
1479,[0.65917449],[-1.43036769],[-1.15996831]
1480,[-2.03736062],[-13.32394255],[166.29721288]
1480,[0.54219593],[-1.47965743],[-1.16425325]
1481,[-2.0373977],[-13.32400929],[166.29742066]
1481,[0.78296717],[-1.38764143],[-1.15732169]
1482,[-2.08824385],[-13.21207991],[165.1585567]
1482,[0.78384149],[-1.36884912],[-1.15999717]
1483,[-2.17674091],[-13.2735962],[166.01431965]
1483,[0.88055648],[-1.31134044],[-1.1581502]
1484,[-2.17654022],[-13.27281268],[166.00784626]
1484,[1.34881945],[-0.83486073],[-1.1240023]
1485,[-2.17707068],[-13.28687257],[166.18022733]
1485,[1.50745974],[-0.57359251],[-1.13664741]
1486,[-2.1766933],[-13.28401525],[166.15504191]
1486,[1.20089265],[-1.05592898],[-1.15120946]
1487,[-2.0765831],[-13.21490347],[165.22672045]
1487,[0.67996356],[-1.44194581],[-1.16696905]
1488,[-2.07612085],[-13.21079143],[165.16459616]
1488,[0.60609826],[-1.46130084],[-1.16598331]
1489,[-2.05075629],[-13.19385114],[166.46300681]
1489,[0.26771912],[-0.32617358],[-0.57823914]
1490,[-2.01732553],[-13.17098275],[167.53270561]
1490,[0.71389964],[-1.35277891],[-1.14300445]
1491,[-2.05094872],[-13.16528634],[167.81183932]
1491,[0.87362091],[-1.26601474],[-1.11442967]
1492,[-2.06688803],[-13.11753242],[167.79257834]
1492,[0.86538346],[-1.33079922],[-1.16510444]
1493,[-2.08627731],[-13.0766299],[169.02701125]
1493,[0.70966019],[-1.40520339],[-1.16714727]
1494,[-2.06468314],[-12.96945438],[168.11630845]
1494,[0.44655247],[-0.49958521],[0.42387621]
1495,[-2.06418845],[-12.97827649],[168.2693325]
1495,[0.6103014],[-1.45811914],[-1.1710689]
1496,[-2.05944504],[-12.94161086],[167.67586355]
1496,[0.73014898],[-1.40446576],[-1.16831147]
1497,[-2.06649825],[-12.9693515],[168.01341975]
1497,[0.76740914],[-1.37691201],[-1.16683526]
1498,[-2.17021047],[-12.91268746],[167.35962654]
1498,[0.56101448],[-1.47585589],[-1.17374942]
1499,[-2.16938838],[-12.91172932],[167.34272755]
1499,[0.43289168],[-0.41473541],[0.39677358]
1500,[-2.13670307],[-12.85211512],[166.35622864]
1500,[-3.83443451],[27.48722762],[-146.68055999]
1501,[-2.21531969],[-13.02449057],[167.43093793]
1501,[-0.9284541],[0.33884945],[-0.53634626]
1502,[-2.21632685],[-13.06958288],[167.21461721]
1502,[-6.67524048],[27.81771373],[-161.64600694]
1503,[-2.21979263],[-13.13140661],[167.2366935]
1503,[-1.4704531],[0.57253019],[1.14769966]
1504,[-2.43178816],[-13.25511028],[167.96617102]
1504,[0.82838044],[-0.26948681],[8.65428002]
1505,[-2.62874796],[-13.30538734],[167.58199227]
1505,[-1.29665028],[0.87815105],[1.16662136]
1507,[-2.68878597],[-13.32491826],[166.85264561]
1507,[7.37365299],[-24.01499903],[139.21400394]
1508,[-3.01699458],[-13.52732553],[167.55634391]
1508,[-0.45681777],[-1.09878055],[0.59199888]
1509,[-3.25909236],[-13.53585834],[167.08143912]
1509,[8.36196644],[-21.78878537],[129.67872306]
1510,[-3.53711733],[-13.65333007],[167.39807421]
1510,[0.0006733],[0.01262773],[-0.04834122]
1511,[-3.84463527],[-13.85784786],[168.9095455]
1511,[-11.2040488],[22.61365151],[-145.83562209]
1512,[-4.17371242],[-13.94091409],[168.40401305]
1512,[-11.45782823],[22.01703349],[-142.03768496]
1513,[-4.49468014],[-14.0047447],[167.64467127]
1513,[-11.69949395],[21.62104383],[-139.38411985]
1514,[-4.92033457],[-14.09811052],[167.97769309]
1514,[-9.82348111],[20.91012777],[-124.83330825]
1515,[-5.27407595],[-14.10457642],[166.83623933]
1515,[-9.91626276],[20.45290915],[-122.97592297]
1516,[-5.63703939],[-14.14802766],[166.21824854]
1516,[-12.1463613],[20.74226229],[-135.67944462]
1517,[-5.92317632],[-14.16826288],[165.72384695]
1517,[-10.34275049],[19.89423342],[-120.21462058]
1518,[-6.20582789],[-14.16415297],[164.55395086]
1518,[-12.48913577],[19.89209363],[-131.98563739]
1519,[-6.36907004],[-14.33310256],[164.9326314]
1519,[-11.04246426],[20.53822474],[-126.56598184]
1520,[-6.51759056],[-14.5227569],[165.44723394]
1520,[-10.44459194],[18.60448334],[-117.2034174]
1521,[-6.54569947],[-14.60142205],[165.75408068]
1521,[-12.79082417],[19.58989543],[-136.71706449]
1522,[-6.5634675],[-14.67547269],[165.97330927]
1522,[-10.23208496],[17.40571639],[-114.99736181]
1523,[-6.51675302],[-14.69211937],[166.10059586]
1523,[-10.15546246],[16.74914281],[-113.24107448]
1524,[-6.461069],[-14.69660535],[166.0950889]
1524,[-10.17224286],[16.48340084],[-112.62788458]
1525,[-6.45668249],[-14.80019101],[166.14232079]
1525,[-10.31707068],[16.10008452],[-111.46161079]
1526,[-6.41981444],[-14.81285147],[165.14248958]
1526,[-10.45382926],[15.7986984],[-110.65671436]
1527,[-6.41856187],[-14.77329555],[164.76838637]
1527,[-10.63467181],[15.50782549],[-109.36957337]
1528,[-6.41674159],[-14.72922459],[164.34069327]
1528,[-12.05003635],[14.22982591],[-113.81319679]
1529,[-6.42249292],[-14.73919104],[164.44152166]
1529,[-10.98786246],[14.97591012],[-107.09757723]
1530,[-6.49129268],[-14.7833496],[164.85109928]
1530,[-12.44088734],[14.01545316],[-113.3672353]
1531,[-6.69940617],[-14.93123161],[166.16746516]
1531,[-12.69753599],[13.7296138],[-112.22999249]
1532,[-6.90861633],[-14.86476731],[165.03923879]
1532,[-12.93970411],[13.4362521],[-111.02903567]
1533,[-7.15929941],[-15.16597222],[166.44116039]
1533,[-13.07164267],[13.01568118],[-108.79273357]
1534,[-7.39889256],[-15.41343586],[167.69391888]
1534,[-13.15402757],[12.58931231],[-106.91809596]
1535,[-7.61878384],[-15.5696528],[167.62570385]
1535,[-13.38225737],[12.2270941],[-106.02476532]
1536,[-7.73881754],[-15.60265015],[167.26316533]
1536,[-13.44250763],[11.86740711],[-103.40125019]
1537,[-7.73993827],[-15.6039393],[167.27094226]
1537,[-13.48155714],[11.52427508],[-101.040877]
1538,[-7.64335822],[-15.83042472],[168.28621774]
1538,[-13.61251171],[11.46268981],[-100.47559382]
1539,[-7.68722872],[-15.73101101],[167.67929819]
1539,[-13.71928672],[11.41870381],[-100.67223927]
1540,[-7.78228583],[-15.83699696],[168.82885029]
1540,[-12.39831543],[12.32152308],[-94.28103563]
1541,[-7.8624536],[-15.91850058],[169.73159511]
1541,[-13.89383267],[11.26775307],[-99.89346793]
1542,[-7.94141192],[-15.84888063],[169.02131765]
1542,[-13.91111123],[11.09854374],[-99.2017828]
1543,[-8.07990117],[-15.9042759],[169.54570485]
1543,[-14.16568419],[11.07014342],[-100.01667992]
1544,[-8.225293],[-15.94471059],[169.97974769]
1544,[-14.19813549],[11.0678911],[-99.62547686]
1545,[-8.20268746],[-15.81568727],[167.57205009]
1545,[-14.33414488],[10.99260227],[-99.83732019]
1546,[-8.43478878],[-15.89500784],[168.34953027]
1546,[-14.54584861],[10.91570745],[-99.81056884]
1547,[-8.62074799],[-15.86793155],[168.14539915]
1547,[-14.70822776],[10.71684157],[-98.96518236]
1548,[-8.75033369],[-15.82702009],[167.83025905]
1548,[-14.9118214],[10.72215391],[-99.18820627]
1549,[-8.85797216],[-15.84596215],[168.65911547]
1549,[-15.03429761],[10.6952015],[-99.15521784]
1550,[-8.89321769],[-15.80832853],[168.56283225]
1550,[-14.2494505],[10.8629151],[-95.73732733]
1551,[-8.90497451],[-15.73143679],[168.08923414]
1551,[-12.66202126],[10.26488319],[-85.56578359]
1552,[-9.04552938],[-15.76762798],[168.45733429]
1552,[-13.65796242],[10.53922771],[-88.4815161]
1554,[-9.05513998],[-15.77404116],[168.52755847]
1554,[-0.07187482],[0.8009463],[-8.55900077]
1555,[-9.08636179],[-15.75707385],[168.71828429]
1555,[-0.129365],[0.78920633],[-8.56148845]
1556,[-9.07860464],[-15.73971563],[168.55175272]
1556,[-0.15226944],[0.74770083],[-8.56109409]
1557,[-9.07007343],[-15.72035496],[168.35958529]
1557,[-0.16884014],[0.68478931],[-8.56548179]
1558,[-9.06997862],[-15.71996721],[168.35680554]
1558,[-0.19782145],[0.5888183],[-8.58228991]
1559,[-9.06815083],[-15.71740857],[168.32850568]
1559,[-0.22167233],[0.52072362],[-8.57521424]
1560,[-9.05204786],[-15.65736802],[167.67572146]
1560,[-0.25772077],[0.44405187],[-8.57818176]
1561,[-9.02869736],[-15.58603769],[166.89868276]
1561,[-0.27947103],[0.39689614],[-8.56897369]
1562,[-9.05715682],[-15.67908122],[166.77309758]
1562,[-0.29014732],[0.36389438],[-8.5739371]
1563,[-9.15728296],[-15.79644444],[167.57690625]
1563,[-0.31081051],[0.32091181],[-8.57553012]
1564,[-9.31145127],[-15.88195723],[168.24870145]
1564,[-0.31069834],[0.32146133],[-8.58701654]
1565,[-9.2616241],[-15.76435321],[166.97625704]
1565,[-0.34832548],[0.25765466],[-8.60071371]
1566,[-9.25080998],[-15.87317981],[168.24930792]
1566,[-0.35803518],[0.25771292],[-8.58665936]
1567,[-9.32547638],[-15.90830698],[168.50394441]
1567,[-0.35051245],[0.26900442],[-8.58816963]
1568,[-9.38850126],[-15.90708081],[168.5468909]
1568,[-0.35740262],[0.25733007],[-8.57499901]
1569,[-9.33428174],[-15.83866817],[167.76216839]
1569,[-0.39886723],[0.20982452],[-8.59408681]
1570,[-9.35624264],[-15.96486088],[168.31270277]
1570,[-0.4273304],[0.16992052],[-8.5897648]
1571,[-9.39221667],[-15.9964171],[168.00543624]
1571,[-0.43429595],[0.16679381],[-8.58944346]
1572,[-9.69180016],[-16.07741982],[168.8476575]
1572,[-0.45549463],[0.15296032],[-8.59177018]
1573,[-9.82989339],[-16.12644847],[169.00944472]
1573,[-0.47281983],[0.11856132],[-8.56276536]
1574,[-10.00502186],[-16.10315599],[168.51520659]
1574,[-0.48544917],[0.12060811],[-8.56507431]
1575,[-10.41741333],[-16.20882618],[169.46690788]
1575,[15.52002053],[-8.63225212],[84.16139219]
1576,[-10.75786248],[-16.35579286],[170.71708307]
1576,[-15.66308203],[8.5678997],[-84.51576777]
1577,[-11.04637021],[-16.41086768],[171.09353424]
1577,[-15.74359349],[8.68415541],[-84.98234291]
1578,[-11.42878193],[-16.5657237],[171.21724966]
1578,[-15.67318141],[8.72568914],[-84.70268163]
1579,[-11.66388153],[-16.50639081],[169.23249126]
1579,[-15.61996719],[8.75601311],[-84.35130605]
1580,[-11.88101543],[-16.55251962],[169.37996088]
1580,[-15.71408495],[8.7212637],[-84.77150938]
1581,[-12.10548165],[-16.69923303],[170.19356071]
1581,[-15.69025183],[8.75941737],[-84.66454486]
1582,[-12.2609775],[-16.73976196],[169.99413113]
1582,[-15.54778226],[8.74001134],[-84.21249892]
1583,[-12.27414634],[-16.7557245],[170.18438773]
1583,[15.35779239],[-8.71552772],[82.51420043]
1584,[-12.51776808],[-16.84738505],[171.42022567]
1584,[15.29125805],[-8.60953727],[81.9908194]
1585,[-12.65894525],[-16.55001664],[169.1165088]
1585,[-15.3438797],[8.60682476],[-82.94950848]
1586,[-12.8416517],[-16.63324384],[170.4740171]
1586,[-15.91511739],[8.3669491],[-83.91200687]
1587,[-12.99578097],[-16.68278174],[170.91648974]
1587,[-16.02310636],[8.196988],[-84.21243297]
1588,[-12.91385562],[-16.38568557],[167.98807734]
1588,[-15.88875141],[8.26851546],[-84.22340904]
1589,[-12.87225285],[-16.33201088],[167.40668568]
1589,[-15.96118405],[8.39723302],[-84.21235362]
1590,[-13.18927154],[-16.75375699],[170.06151309]
1590,[-15.8664983],[8.57952322],[-83.38477827]
1591,[-13.23007499],[-16.51494993],[167.453635]
1591,[-15.59761428],[8.72929621],[-82.12388182]
1592,[-13.19273534],[-16.3712166],[164.76284217]
1592,[-15.62531194],[8.69234008],[-81.79626309]
1593,[-13.59186816],[-16.4102494],[165.05025807]
1593,[-15.61106761],[8.71255531],[-81.71862988]
1594,[-13.94599935],[-16.39446817],[164.69798686]
1594,[-15.68474057],[8.62614129],[-81.66551808]
1595,[-14.23561533],[-16.29295019],[163.58045333]
1595,[-15.78827712],[8.55914292],[-81.6036848]
1596,[-14.44061595],[-16.16758524],[162.99146466]
1596,[-15.79319759],[8.2895638],[-81.3790266]
1597,[-14.58579771],[-15.99329181],[161.87800255]
1597,[-15.73715413],[8.32894208],[-81.14661462]
1598,[-14.8553875],[-16.07527273],[162.97843435]
1598,[-15.7062192],[8.38995296],[-81.41782836]
1599,[-14.90528629],[-15.92929592],[161.95329688]
1599,[-15.59849999],[8.37268338],[-81.15571189]
1600,[15.14434239],[15.82077694],[-161.06353319]
1600,[-15.40603758],[8.5359486],[-80.66993921]
1601,[15.35869491],[15.71731078],[-160.44927722]
1601,[-15.30928431],[8.77350538],[-80.74130444]
1602,[15.73675319],[15.91287353],[-162.20253674]
1602,[-15.28489953],[9.04475371],[-81.54386086]
1603,[16.2068015],[16.10800309],[-163.52122461]
1603,[-15.29077178],[9.45641427],[-82.58048724]
1604,[15.84917659],[15.46987688],[-156.67282037]
1604,[-15.2996173],[9.77935838],[-83.22219648]
1605,[15.91499084],[15.21547588],[-153.64472368]
1605,[-15.33399054],[10.13993621],[-84.02323761]
1606,[15.95146673],[14.88800571],[-149.70242311]
1606,[-15.49364179],[10.55113655],[-85.11794103]
1607,[15.83334215],[14.40117153],[-143.94522224]
1607,[-15.62214822],[10.90201305],[-85.95794558]
1608,[-4.06551959],[-3.02499777],[7.016247]
1608,[-4.06551959],[-3.02499777],[7.016247]
1609,[15.51303452],[13.81457049],[-138.77466816]
1609,[-15.85530849],[11.30902137],[-87.16038989]
1610,[15.02978009],[12.79008216],[-126.20414558]
1610,[-16.23991206],[11.92505387],[-87.87616688]
1611,[14.90787578],[12.27693071],[-120.97485607]
1611,[-16.49186382],[12.12083316],[-88.25553514]
1612,[14.95601639],[11.89666408],[-118.60390517]
1612,[-16.59202031],[12.20778624],[-88.51454985]
1613,[14.63555608],[11.33910783],[-113.22865349]
1613,[-16.76504136],[12.42979812],[-89.43765265]
1614,[60.51391728],[43.54231211],[-457.05312542]
1614,[-16.72834107],[12.39284824],[-89.43740671]
1615,[75.77482238],[53.61336179],[-568.02048831]
